DATE,DEXJPUS
2017-05-15,113.5400
2017-05-16,113.2400
2017-05-17,111.4600
2017-05-18,110.8200
2017-05-19,111.4700
2017-05-22,111.1500
2017-05-23,111.6400
2017-05-24,112.0200
2017-05-25,111.7000
2017-05-26,111.3000
2017-05-29,.
2017-05-30,110.6800
2017-05-31,110.7100
2017-06-01,111.2400
2017-06-02,110.4900
2017-06-05,110.4900
2017-06-06,109.3400
2017-06-07,109.5400
2017-06-08,110.1000
2017-06-09,110.6100
2017-06-12,109.7200
2017-06-13,110.1200
2017-06-14,109.1600
2017-06-15,110.6600
2017-06-16,110.8400
2017-06-19,111.3400
2017-06-20,111.4600
2017-06-21,111.5800
2017-06-22,111.3600
2017-06-23,111.2600
2017-06-26,111.4800
2017-06-27,112.4200
2017-06-28,112.1800
2017-06-29,112.3200
2017-06-30,112.4000
2017-07-03,113.3200
2017-07-04,.
2017-07-05,113.2000
2017-07-06,113.2800
2017-07-07,114.1000
2017-07-10,114.0800
2017-07-11,114.2000
2017-07-12,113.1900
2017-07-13,113.3900
2017-07-14,112.6600
2017-07-17,112.7600
2017-07-18,111.8900
2017-07-19,111.7700
2017-07-20,111.6800
2017-07-21,111.1800
2017-07-24,111.1000
2017-07-25,111.5700
2017-07-26,112.1000
2017-07-27,111.6200
2017-07-28,110.8700
2017-07-31,110.3800
2017-08-01,110.3300
2017-08-02,110.4300
2017-08-03,110.1200
2017-08-04,110.7600
2017-08-07,110.7600
2017-08-08,110.7400
2017-08-09,110.0400
2017-08-10,109.3700
2017-08-11,109.0600
2017-08-14,109.4800
2017-08-15,110.4200
2017-08-16,110.8000
2017-08-17,109.8800
2017-08-18,109.3200
2017-08-21,108.8900
2017-08-22,109.4000
2017-08-23,109.1400
2017-08-24,109.3400
2017-08-25,109.2400
2017-08-28,109.2200
2017-08-29,109.0200
2017-08-30,110.2000
2017-08-31,110.0600
2017-09-01,110.0900
2017-09-04,.
2017-09-05,108.9400
2017-09-06,108.7500
2017-09-07,108.2600
2017-09-08,107.7200
2017-09-11,109.0300
2017-09-12,110.0100
2017-09-13,110.5800
2017-09-14,110.6600
2017-09-15,110.8400
2017-09-18,111.4800
2017-09-19,111.4900
2017-09-20,111.5000
2017-09-21,112.3000
2017-09-22,112.0100
2017-09-25,111.6400
2017-09-26,112.1600
2017-09-27,112.7600
2017-09-28,112.6600
2017-09-29,112.6400
2017-10-02,112.6000
2017-10-03,112.8000
2017-10-04,112.8400
2017-10-05,112.7400
2017-10-06,112.6800
2017-10-09,.
2017-10-10,112.1500
2017-10-11,112.3500
2017-10-12,112.3800
2017-10-13,111.9400
2017-10-16,111.7200
2017-10-17,112.3200
2017-10-18,112.9400
2017-10-19,112.5400
2017-10-20,113.5000
2017-10-23,113.6600
2017-10-24,113.9200
2017-10-25,113.7000
2017-10-26,113.7200
2017-10-27,113.8200
2017-10-30,113.2600
2017-10-31,113.6300
2017-11-01,114.0400
2017-11-02,113.8400
2017-11-03,114.2500
2017-11-06,113.9000
2017-11-07,113.9000
2017-11-08,113.6200
2017-11-09,113.4000
